8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.46292	0.243462	0	0	8.44818	0.251553	8.45	0.25	-3.00027	0
8.55888	0.241774	-0.00848693	-0.040677	8.56759	0.241943	8.45	0.25	0	0
8.55888	0.241774	-0.00848693	-0.040677	8.45582	0.253997	8.45	0.25	0	0
8.44095	0.259324	-1.26825	0.170478	8.42544	0.254042	8.35	0.25	-1.81979	0
8.44095	0.259324	-1.26825	0.170478	8.23962	0.24916	8.25	0.25	-1.81978	0
8.09016	0.175764	-2.8881	-0.451061	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
8.09016	0.175764	-2.8881	-0.451061	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.73945	0.156744	-3.09923	-0.334694	7.61269	0.155818	7.7	0.15	-2.99982	0
7.73945	0.156744	-3.09923	-0.334694	7.54016	0.159641	7.55	0.15	-2.99982	0
7.49208	0.0997739	-2.33414	-0.40652	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.49208	0.0997739	-2.33414	-0.40652	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.2058	0.0292535	-2.6313	-0.47969	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.2058	0.0292535	-2.6313	-0.47969	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.94347	-0.0958826	-2.02539	-0.680778	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.94347	-0.0958826	-2.02539	-0.680778	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.72021	-0.257348	-2.05011	-0.915395	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.72021	-0.257348	-2.05011	-0.915395	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.59026	-0.462983	-1.34163	-1.26116	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.59026	-0.462983	-1.34163	-1.26116	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.48597	-0.727525	-0.850402	-1.66623	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.48597	-0.727525	-0.850402	-1.66623	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.34552	-1.00254	-1.30369	-1.85494	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.34552	-1.00254	-1.30369	-1.85494	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.36547	-1.39625	0.274569	-2.66925	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.36547	-1.39625	0.274569	-2.66925	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.31414	-1.69219	-0.457588	-2.53862	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.31414	-1.69219	-0.457588	-2.53862	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.33248	-2.06191	0.284793	-3.08477	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.33248	-2.06191	0.284793	-3.08477	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.33223	-2.3731	-0.000292515	-2.95481	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.33223	-2.3731	-0.000292515	-2.95481	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.38098	-2.7269	0.42441	-3.18501	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.38098	-2.7269	0.42441	-3.18501	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.42326	-3.02164	0.285726	-3.00304	6.46536	-3.00452	6.45	-3	0	-2.99754
6.42326	-3.02164	0.285726	-3.00304	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.49372	-3.34799	0.617627	-3.16967	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.49372	-3.34799	0.617627	-3.16967	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.61673	-3.68118	1.01561	-3.293	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.61673	-3.68118	1.01561	-3.293	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.74748	-3.97667	0.92528	-3.0251	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.74748	-3.97667	0.92528	-3.0251	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.86324	-4.26146	0.91448	-2.86795	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.86324	-4.26146	0.91448	-2.86795	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
