0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
0.0260804	0.897472	0.0261972	1.79477	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
0.0260804	0.897472	0.0261972	1.79477	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
4.10668	3.76033	3.15299	2.54664	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
4.10668	3.76033	3.15299	2.54664	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
9.23784	0.184844	9.87448	-8.2756	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.23784	0.184844	9.87448	-8.2756	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
13.0372	4.351	6.54772	6.48046	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
13.0372	4.351	6.54772	6.48046	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
14.6017	-1.18941	4.89338	-2.53484	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
14.6017	-1.18941	4.89338	-2.53484	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
15.291	3.71099	3.34961	2.73455	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
15.291	3.71099	3.34961	2.73455	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
17.108	2.54709	2.61561	0.776453	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
17.108	2.54709	2.61561	0.776453	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.4141	3.86266	2.27645	1.37925	19.363	3.87122	18.923	3.74161	2.61382	0.95648
19.4141	3.86266	2.27645	1.37925	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.7489	4.80092	2.58539	0.988546	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
21.7489	4.80092	2.58539	0.988546	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.5268	5.90549	2.90627	1.15713	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
24.5268	5.90549	2.90627	1.15713	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.9042	6.99149	2.56968	1.21024	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
26.9042	6.99149	2.56968	1.21024	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5115	8.25292	2.72684	1.30793	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
29.5115	8.25292	2.72684	1.30793	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9414	9.53895	2.43794	1.32241	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
31.9414	9.53895	2.43794	1.32241	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.822	10.9277	2.84525	1.31988	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
34.822	10.9277	2.84525	1.31988	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.5445	12.2989	2.71377	1.37231	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
37.5445	12.2989	2.71377	1.37231	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.0394	13.6619	2.55907	1.40887	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
